T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,Appliances
25.29,48.9,23.89,49.09,26.426666666666698,44.76,25.29,45.9,24.1,51.2,14.5666666666667,49.9,24.963333333333296,43.29,26.79,51.4971428571429,24.1,47.79,14.7,745.5,88.3333333333333,1.0,24.0,12.8,60
22.1,38.59,20.2,39.23,22.39,37.59,21.2,37.09,20.2,47.826666666666696,8.43333333333333,19.866666666666696,21.445,31.595,22.6,37.52666666666669,20.6,37.6333333333333,8.86666666666667,753.266666666667,62.3333333333333,4.0,40.0,1.9,130
19.066666666666695,34.6633333333333,18.566666666666695,34.06666666666669,19.2,35.1633333333333,18.76,33.06,17.2,52.633333333333304,2.86,51.2233333333333,19.29,29.945,20.0,37.4975,18.2,38.83,3.05,762.9,65.0,6.5,34.5,-3.0,390
22.5,39.59,20.1,42.09,22.926666666666698,39.6266666666667,21.5,38.5,20.6857142857143,52.54,9.4975,28.975,22.463333333333296,37.5,23.0,38.44,20.76,42.29,10.65,750.6,67.0,4.0,40.0,4.75,50
22.1,37.09,21.0,36.76,22.2,36.2,21.5,35.43333333333331,19.2,46.1633333333333,11.756666666666701,19.033333333333296,19.7,32.7233333333333,22.2,37.59,19.79,39.79,10.833333333333302,755.966666666667,59.3333333333333,4.66666666666667,40.0,3.1,80
23.23,40.73,21.39,41.7,24.79,39.29,23.2,38.29,21.2,52.7,8.93714285714286,38.928571428571395,23.29,40.59,23.804285714285697,44.10571428571429,22.675,43.2175,8.75,755.35,87.5,2.0,23.0,6.75,50
21.89,37.29,20.39,37.73,21.0,37.9,20.2,37.223333333333294,19.856666666666698,53.79,0.133333333333333,80.59,20.0,32.5,22.29,38.1633333333333,18.1,36.4285714285714,1.26666666666667,755.833333333333,85.6666666666667,1.0,27.3333333333333,-0.866666666666667,110
21.39,41.1266666666667,19.356666666666698,44.4333333333333,22.79,38.0,22.6,39.56,20.39,44.5,8.599999999999998,62.7,20.55,34.8792307692308,22.033333333333296,40.86,21.5966666666667,38.43,4.5,754.2999999999998,100.0,1.0,38.0,4.5,80
22.29,36.09,20.1,38.2,22.2,35.0,21.1,33.73,18.6,43.79,6.69,39.63,19.2,29.26,22.823333333333295,35.23,19.2,34.59,5.8333333333333295,762.583333333333,79.3333333333333,3.16666666666667,22.3333333333333,2.4833333333333294,100
21.356666666666698,41.7,18.7,44.53,23.0,39.56,21.0,39.5,20.5,52.9333333333333,5.43333333333333,48.86,21.1,37.612,22.1285714285714,39.19428571428569,20.55,42.295,6.5,751.7,85.0,5.0,27.0,4.1,60
22.1,41.2,20.0,44.06,23.76,39.1333333333333,20.0,38.933333333333294,19.323333333333295,48.0,11.53,40.7266666666667,20.79,35.49,21.7,41.223333333333294,19.7,41.76,10.6,756.1,63.0,5.0,40.0,3.7,370
24.39,35.863333333333294,23.58428571428569,35.15,24.39,33.3333333333333,24.804285714285697,34.6528571428571,24.475714285714304,70.8685714285714,11.6,1.0,24.29,30.1666666666667,25.2,37.3957142857143,23.5,35.696,9.08333333333333,756.1333333333331,64.1666666666667,5.0,40.0,2.68333333333333,290
22.29,35.9666666666667,20.0,38.09,22.1666666666667,35.0,21.066666666666695,34.06,18.6,43.59,6.5,41.66,19.2,29.5,22.76,34.8633333333333,19.2,34.7,5.633333333333329,762.533333333333,80.3333333333333,3.6666666666666705,23.3333333333333,2.43333333333333,90
19.79,35.64500000000001,19.46,35.6633333333333,19.6,35.4666666666667,20.5,34.6633333333333,18.0,44.4,5.366666666666669,68.2,19.2,30.5,21.39,42.5,18.7,39.9666666666667,4.81666666666667,767.5,89.8333333333333,1.0,37.8333333333333,3.25,90
23.79,35.09,20.83,37.29,24.2,35.48625,23.89,33.26,23.6,38.9,2.5,33.8333333333333,24.0,30.29,24.963333333333296,36.2,23.0,37.898,4.5,760.7,85.3333333333333,2.0,40.0,2.18333333333333,60
20.365,40.8925,19.26,41.39,20.566666666666695,44.39,19.0233333333333,38.9666666666667,18.575,86.875,-3.1277777777777795,89.455,18.26,32.7966666666667,20.2,43.08,17.0,38.9,-2.8333333333333295,756.833333333333,81.3333333333333,2.3333333333333295,25.0,-5.6,470
23.1,47.2,23.39,44.6371428571429,24.6,41.9,23.79,44.4,22.0,49.2,20.86,9.193333333333328,23.1,42.9,22.736,49.458,22.6,45.2,16.6333333333333,758.2999999999998,78.1666666666667,4.16666666666667,40.0,12.75,40
20.79,37.06,18.0,40.29,21.79,35.76,19.89,34.5,19.1666666666667,81.8633333333333,5.8,46.9333333333333,19.033333333333296,30.23,21.79,39.2966666666667,19.5,39.93,5.0833333333333295,762.0499999999998,81.0,3.8333333333333295,20.8333333333333,2.06666666666667,100
22.1,41.6333333333333,20.5,41.53,21.5,41.223333333333294,19.675,42.6175,18.265,51.97222222222221,4.09,91.4,19.0,35.20000000000001,22.572222222222198,42.162222222222205,17.89,38.5,3.4666666666666694,731.25,96.1666666666667,4.0,62.3333333333333,2.9,80
20.26,35.1633333333333,18.29,36.0,20.6333333333333,36.5,19.0,33.5,17.6,50.754,-0.4,58.59,19.5,34.09,21.29,41.145,18.0,39.79,0.05,754.65,76.5,5.0,25.0,-3.65,40
21.5,44.1,19.79,44.2233333333333,21.2,41.245,21.79,38.9,18.6,50.7771428571429,4.22666666666667,87.2,19.1,35.79,20.323333333333295,41.9,18.5,40.276,6.06666666666667,756.516666666667,80.8333333333333,3.0,40.0,3.03333333333333,60
22.0,42.23,20.76,43.5666666666667,23.856666666666698,38.76,21.62,40.54,20.79,48.23,12.5,34.75,21.1142857142857,36.29,22.73,45.29,21.29,45.3966666666667,9.8,745.9,83.0,6.0,24.0,7.1,240
24.7036363636364,49.2662727272727,24.381081081081096,46.84396396396401,26.803727272727297,43.6736363636364,24.0108108108108,46.7745945945946,22.941891891891895,52.4760135135135,22.6016216216216,20.39,23.904054054054104,43.74060810810809,24.3944545454545,51.0481818181818,23.1708181818182,48.2636363636364,17.8666666666667,751.8833333333331,79.8333333333333,2.0,40.0,14.333333333333302,60
23.0,39.4,22.0,39.09,21.29,43.59,18.323333333333295,43.06,18.39,54.5,1.8333333333333297,95.0266666666667,18.5,42.6266666666667,19.356666666666698,49.4666666666667,17.29,47.7,2.4666666666666694,750.6833333333329,84.5,10.166666666666702,24.666666666666693,0.03333333333333329,50
23.29,41.2,20.89,43.79,24.566666666666695,39.5,23.1,40.0,21.1,50.538571428571395,7.559999999999999,50.3633333333333,23.2,40.433333333333294,24.2,44.09,22.5,43.09,7.65,749.116666666667,95.8333333333333,2.16666666666667,28.166666666666693,7.03333333333333,60
19.0,39.19,17.6,39.86,18.79,38.76,17.7,37.59,16.29,54.4,-4.560555555555559,82.8488888888889,18.4877777777778,32.0,20.29,43.0091666666667,16.675,37.875,-2.7,757.9,88.0,1.0,64.0,-4.4,110
23.39,38.2,24.79,34.0,24.89,38.23,23.79,37.56,19.29,40.134,16.793333333333297,1.0,22.6,33.9,23.39,39.0,21.7,36.4,13.4,756.783333333333,63.3333333333333,1.0,27.5,6.55,60
22.5,38.73,21.0,39.03,21.0,40.0,21.0,36.7266666666667,21.44,88.132,-4.15722222222222,89.105,20.575,34.2,22.08,39.296,17.79,36.86,-1.76666666666667,764.4333333333329,81.3333333333333,2.3333333333333295,27.3333333333333,-4.6,110
20.1,38.3266666666667,17.6,41.06,21.1,37.2,20.033333333333296,36.4,18.2,43.59,0.65,78.995,18.39,35.9,20.2,45.4333333333333,17.5,38.79,0.28333333333333294,754.5666666666668,99.0,1.0,33.5,0.0833333333333333,20
21.39,37.46,19.323333333333295,39.5,21.79,37.59,20.6333333333333,37.1333333333333,19.566666666666695,44.26,10.0,40.5,19.89,36.03,23.0,42.29,19.6,38.2,8.88333333333333,755.7999999999998,79.3333333333333,5.0,40.0,5.5,110
23.6,35.3266666666667,20.37,38.254,24.2,36.29,23.73,33.9,23.5,39.2,2.4,38.03,23.89,30.6666666666667,24.7,36.4,23.0,39.2928571428571,3.6,760.7,88.0,2.0,40.0,1.7,50
22.23,43.1266666666667,20.89,43.4,22.0,42.2,21.0966666666667,46.4333333333333,18.736,53.716,10.63,93.12333333333329,18.1,42.933333333333294,21.6,50.3966666666667,17.89,44.7,11.05,754.5,91.1666666666667,9.0,30.0,9.68333333333333,50
20.426666666666698,35.20000000000001,19.6666666666667,34.6633333333333,20.1,35.4,19.89,34.0,17.39,46.7,5.366666666666669,31.593333333333298,20.292857142857095,30.832857142857105,21.1633333333333,37.59,18.2,40.0,5.06666666666667,757.2999999999998,53.3333333333333,9.0,35.3333333333333,-3.7666666666666706,50
21.7,40.2,18.823333333333295,44.326666666666696,22.6,38.29,20.6,39.73,19.89,48.5,6.19,66.3,20.5,34.59,23.1,44.79,20.39,43.09,5.98333333333333,753.75,97.5,1.8333333333333297,63.3333333333333,5.61666666666667,50
21.566666666666695,41.2,19.1,44.9666666666667,21.1,39.5,20.6,36.3266666666667,18.89,47.06,5.9975,52.475,20.79,29.0,23.29,38.245,19.625,38.0225,5.81666666666667,764.533333333333,84.6666666666667,3.8333333333333295,61.8333333333333,3.3333333333333295,70
23.89,40.76,23.934,37.29,24.5,38.09,23.7,38.2,20.6,44.59,17.3371428571429,2.8814285714285695,22.89,35.525714285714294,23.79,41.5,22.7,39.09,15.15,756.888888888889,67.25,3.6111111111111094,36.63888888888889,9.108333333333329,140
20.79,37.39,17.5,41.1333333333333,21.76,35.76,20.6,34.5,19.6,47.29,0.5,55.29,20.29,30.89,22.39,41.5,19.5,39.4,1.43333333333333,748.1,91.6666666666667,4.0,32.66666666666669,0.2,280
19.356666666666698,37.03,17.1,39.7,19.79,39.0,18.856666666666698,36.56,17.39,57.645,1.06666666666667,76.96666666666668,17.760000000000005,31.89,20.79,44.23,17.6,40.363333333333294,0.05,747.2,99.5,1.5,11.5,0.0,40
22.963333333333296,39.93,21.2,38.7,22.79,37.0,22.6714285714286,36.8685714285714,21.0,45.93,10.16,15.0333333333333,22.014285714285695,27.9685714285714,23.5,38.0,21.0,39.79,9.15,757.15,66.5,7.0,40.0,3.15,160
23.1,44.86,20.89,43.96,22.89,37.4,22.7,36.48,21.1,46.826666666666696,8.8,17.2333333333333,21.832857142857105,28.2,23.7,38.3333333333333,20.926666666666698,39.56666666666669,8.83333333333333,757.5666666666668,66.0,5.3333333333333295,40.0,2.7333333333333294,110
20.323333333333295,37.5,18.73,38.2,20.39,36.09,19.1,35.93333333333331,17.5,44.0,4.656666666666669,82.18999999999998,18.6,30.76,19.76,37.4,17.89,36.7,4.48333333333333,754.966666666667,92.0,9.0,57.3333333333333,3.25,40
25.7,39.4,24.1666666666667,39.463333333333296,26.3485714285714,34.7957142857143,25.39,40.245,23.89,47.1966666666667,11.7,24.795,25.1,36.59,26.37,44.12,23.5,41.08,13.466666666666699,751.266666666667,74.3333333333333,6.3333333333333295,25.0,8.86666666666667,60
22.39,39.79,20.356666666666698,40.29,22.5,38.363333333333294,21.39,38.29,20.1,47.826666666666696,9.39,30.596666666666696,21.1,31.5,25.0,38.4,20.39,36.79,10.0,750.7999999999998,66.6666666666667,3.6666666666666705,40.0,4.03333333333333,120
22.926666666666698,39.76,20.434,41.736,25.1142857142857,37.59,23.29,37.0,22.79,42.5,7.59,50.0,23.29,33.4,25.2,41.772,22.79,41.79,7.46666666666667,760.7999999999998,99.0,1.0,14.333333333333298,7.26666666666667,50
21.29,45.8633333333333,20.7,44.0,22.39,45.4,19.6,46.79,18.6,55.5,8.39,86.9,18.6,42.6266666666667,20.7,54.3994444444444,18.9175,50.5225,8.56666666666667,754.1,84.6666666666667,6.0,40.0,6.16666666666667,40
19.926666666666698,42.86,19.0,42.29,20.6666666666667,44.2233333333333,18.556666666666697,44.133333333333304,17.5,53.714444444444396,4.56,99.8,17.0,39.79,19.65,52.0961111111111,16.89,49.56,4.9,754.25,93.0,4.0,33.5,3.85,70
20.5,36.2,17.6,39.5,21.39,34.5,20.5,35.20000000000001,19.1,45.296666666666695,4.19666666666667,54.2233333333333,19.5,32.06,21.39,37.6,18.89,35.93,3.2,751.0,93.0,4.0,40.0,2.2,110
22.1,39.59,20.1333333333333,41.5,23.2,37.9,22.29,38.4,19.89,49.5,8.33,47.86,21.0,40.378,23.1,46.2,19.89,42.2,10.2666666666667,760.0,87.5,6.8333333333333295,42.16666666666669,8.21666666666667,40
21.5,39.79,21.0,38.76,21.23,41.3266666666667,18.7,42.26,17.1,53.4,5.263333333333329,80.79666666666668,17.39,37.7,17.89,44.4633333333333,17.1,44.56,5.26666666666667,747.65,78.5,6.1666666666666705,40.0,1.78333333333333,30
23.0,34.59,20.7,35.9666666666667,23.39,36.59,22.79,32.9,21.0,41.59,6.295,17.945,22.29,34.79,24.29,40.812,20.5,38.0,8.11666666666667,764.016666666667,64.8333333333333,2.0,40.0,1.78333333333333,50
22.39,50.1,21.4175,44.45,22.828888888888898,44.705,21.39,40.52666666666669,18.89,54.3177777777778,5.59,75.76,18.6,35.24,22.170588235294105,42.7635294117647,18.39,42.863333333333294,5.26666666666667,763.3833333333331,80.1666666666667,3.8333333333333295,40.0,2.0833333333333295,130
22.066666666666695,46.1633333333333,22.1,43.6633333333333,24.533333333333296,43.26,21.426666666666698,44.7,20.76,54.6933333333333,15.19,24.4666666666667,21.0,38.463333333333296,23.463333333333296,46.4333333333333,20.6,45.4,12.2,749.9,76.5,7.0,40.0,8.099999999999998,320
23.066666666666695,37.1266666666667,20.5,39.723333333333294,22.566666666666695,36.23,20.29,38.02666666666669,20.79,43.8233333333333,5.656666666666669,58.39,19.1666666666667,31.39,23.89,37.9,19.39,36.59,5.5833333333333295,761.4333333333329,89.6666666666667,3.0,21.166666666666693,4.03333333333333,120
21.89,42.7666666666667,20.29,45.9666666666667,23.323333333333295,38.59,21.29,41.433333333333294,20.7,48.03,11.16,35.79,21.066666666666695,34.9666666666667,21.2,38.863333333333294,21.1,44.79,8.13333333333333,754.0,85.0,5.3333333333333295,29.0,5.76666666666667,60
24.79,47.4,23.2,48.6266666666667,26.5,41.79,25.1,46.1266666666667,23.79,55.6933333333333,15.89,58.4,24.2,43.334,25.12,48.7,23.905714285714303,48.09,15.433333333333302,751.0,91.6666666666667,3.0,40.0,14.033333333333301,50
21.1666666666667,40.52666666666669,19.566666666666695,40.29,20.823333333333295,41.6333333333333,19.29,40.3333333333333,17.823333333333302,49.046111111111095,3.1566666666666694,91.3666666666667,19.235,36.4388888888889,22.1,44.092222222222205,17.7,38.09,2.86666666666667,741.466666666667,93.0,4.0,63.0,1.85,120
20.566666666666695,37.2,17.79,40.0,21.0,37.73,18.79,36.2,18.5,43.76,0.866666666666667,78.33,18.5,32.4,21.1,43.59,18.39,40.79,0.1,740.2,99.0,0.666666666666667,52.66666666666669,-0.1,40
20.79,36.59,18.23,40.0,22.0,34.29,20.921428571428603,35.29,19.89,41.09,7.599999999999999,53.33,21.1,31.79,23.0,37.2,19.865,35.70000000000001,5.5,753.9166666666669,87.8333333333333,3.8333333333333295,24.3333333333333,3.6333333333333298,60
21.5,37.9,18.6666666666667,39.9,21.1,37.9,20.6,33.7,18.29,51.59,1.9666666666666697,59.8233333333333,19.6,34.06,21.76,40.53,18.1,40.09,1.85,763.0,84.5,1.0,60.5,-0.5,60
22.7,41.09,19.76,45.53,24.29,38.79,21.2,41.29,20.963333333333296,54.06,6.475,53.32,21.7,35.4,23.29,40.06,20.84,42.8225,7.599999999999999,754.1333333333331,86.6666666666667,3.0,40.0,5.5,60
21.39,43.4633333333333,20.6,41.79,24.533333333333296,44.09,21.5,42.5,18.8011111111111,53.357222222222205,8.245,64.795,19.6,35.25500000000001,22.35111111111109,44.438888888888904,19.0,42.4,8.0,740.1,68.0,11.0,40.0,2.4,280
22.1,39.09,19.5,41.59,22.39,38.79,20.29,39.76,19.79,49.0,6.03,61.23,20.2675,34.2675,23.89,46.1266666666667,20.1,42.4,6.2,757.5,89.0,4.0,64.0,4.5,30
22.5,43.5566666666667,21.926666666666698,40.52666666666669,23.066666666666695,38.5,22.1,37.9057142857143,20.823333333333295,57.133333333333304,10.0666666666667,17.8933333333333,20.921428571428603,30.1,22.89,37.56,21.0,39.4933333333333,6.0,755.7999999999998,72.0,1.0,40.0,1.3,70
20.0,43.76,19.0,44.09,20.2,44.4,17.39,46.845,17.89,50.461111111111094,6.46666666666667,99.9,16.29,43.09,17.79,49.477777777777796,16.5,49.925,6.883333333333329,764.083333333333,94.6666666666667,3.0,22.0,6.133333333333329,50
19.29,37.863333333333294,17.6,39.433333333333294,20.5,37.4,17.79,37.8266666666667,17.04,44.798,5.5,89.59,17.89,33.06,19.5,44.9666666666667,17.6333333333333,41.36,5.55,754.616666666667,93.5,9.83333333333333,64.3333333333333,4.61666666666667,50
18.6,42.09,17.963333333333303,41.59,18.26,43.6633333333333,15.86,46.9666666666667,15.408333333333301,51.015,5.69,99.9,15.6,39.9666666666667,19.1,51.7,15.263333333333302,47.3633333333333,5.3,769.1666666666669,92.0,4.0,23.166666666666693,4.1,40
17.6333333333333,46.6633333333333,17.323333333333302,44.9666666666667,17.445,43.6,15.3,47.565,15.37,51.035,6.5,99.9,15.3961111111111,41.28,18.334444444444397,50.15,15.0,45.26,6.1,770.6,93.5,3.5,41.0,5.1,70
20.89,41.433333333333294,18.1666666666667,45.3333333333333,22.6,38.4,20.5,38.8266666666667,21.23,77.16333333333331,5.263333333333329,56.6566666666667,20.89,36.09,21.2,38.79,20.5,41.1266666666667,4.1,752.1,91.0,5.0,28.0,2.8,70
22.39,37.93,22.39,35.4,24.43,35.723333333333294,22.5,34.79,20.7,43.76,11.223333333333299,7.53333333333333,21.236,28.934,23.456,38.378,20.79,39.2966666666667,8.449999999999998,756.9333333333329,62.8333333333333,5.16666666666667,40.0,1.71666666666667,280
20.89,35.73,19.2,36.29,20.0,37.48571428571431,18.6,36.5,17.1285714285714,45.2,1.35666666666667,80.68999999999998,17.5,31.5,20.2,42.454,17.5,39.1214285714286,0.233333333333333,758.4,99.0,1.0,14.666666666666702,0.133333333333333,50
21.2,37.2,18.7,39.59,22.6,36.56,21.934,34.5,20.1,49.3633333333333,6.46666666666667,25.93,20.29,30.2,22.29,43.5,20.29,38.76,6.68333333333333,763.966666666667,76.1666666666667,2.16666666666667,40.0,2.7333333333333294,50
20.89,37.9666666666667,18.356666666666698,40.2666666666667,21.1,37.0,20.926666666666698,35.9666666666667,18.29,49.7333333333333,0.633333333333333,77.9333333333333,18.29,33.76,20.5,40.1933333333333,17.5,36.3266666666667,0.4,753.6,96.0,1.0,64.0,-0.1,60
20.066666666666695,38.5,18.5,39.3266666666667,19.89,37.8266666666667,21.1,37.23,18.1,45.09,4.36666666666667,81.4333333333333,18.1,33.0,20.0777777777778,41.1566666666667,18.29,41.6933333333333,3.75,745.75,91.5,5.5,27.0,2.45,70
21.2,43.3333333333333,20.6,42.7,20.6333333333333,44.326666666666696,22.1333333333333,44.23,17.84,51.7822222222222,9.1,99.9,17.79,42.0,18.611111111111104,48.120555555555605,17.0,47.6266666666667,9.1,764.2999999999998,90.0,4.0,24.0,7.5,30
23.0,44.3933333333333,22.29,40.9666666666667,26.1666666666667,39.26,21.566666666666695,41.59666666666671,20.926666666666698,46.1,17.899999999999995,8.59,21.89,36.5,24.79,42.26,20.79,43.1633333333333,14.6,749.2,59.0,7.0,40.0,6.7,700
22.0,41.76,20.89,42.2666666666667,23.426666666666698,38.29,20.29,40.53,19.89,53.1266666666667,15.0333333333333,34.1333333333333,21.2,36.7,22.76,40.4666666666667,20.0,42.2,13.15,753.0,70.0,8.0,40.0,7.75,80
20.79,38.29,19.1,39.9,21.89,35.4,21.2,36.29,19.89,40.9,8.66666666666667,59.79,20.89,32.9875,22.29,37.6266666666667,19.7,36.29,7.15,750.2999999999998,91.0,5.0,51.5,5.75,80
20.1,38.54,18.39,39.09,19.89,37.7,21.1,37.23,18.1,44.5,4.09,81.59,18.1,32.9666666666667,20.1,41.53,18.29,42.214,3.7166666666666694,745.25,93.1666666666667,5.16666666666667,28.3333333333333,2.68333333333333,80
24.6666666666667,38.59,24.1,36.5,24.7,37.09,24.0,37.1633333333333,21.5,57.7233333333333,17.9128571428571,1.0,23.5,34.4,24.6,40.7,21.6,39.7,20.266666666666698,752.333333333333,48.0,2.66666666666667,34.0,8.8,140
24.7,47.5,23.39,48.2,26.58,41.92,25.1,45.9,23.7,52.26,17.73,54.4933333333333,24.2,44.538571428571395,25.08,48.656,23.89,47.79,16.2,750.9333333333329,90.0,4.0,33.66666666666669,14.5,50
22.6,41.6633333333333,20.2,44.7,23.89,39.4,22.0,40.2,21.0,52.53,10.2266666666667,45.16666666666669,21.39,36.29,23.39,47.23,20.823333333333295,44.1266666666667,10.6,744.5,77.0,6.0,40.0,6.7,50
22.39,37.79,21.89,37.09,21.2,39.59,20.229629629629603,40.924814814814795,20.2,41.6975,2.12666666666667,95.56,17.7,36.407142857142894,19.243888888888897,45.1572222222222,17.39,41.8266666666667,2.55,756.95,93.5,6.0,42.0,1.6,100
21.463333333333296,35.20000000000001,18.29,38.9,22.6,34.73,21.0875,32.68625,20.29,42.56,2.29,51.76,21.79,33.3842857142857,24.6,38.6266666666667,20.2,36.6633333333333,1.93333333333333,758.0666666666668,91.0,1.33333333333333,40.0,0.6,70
21.6,39.0,21.0,38.09,22.5,38.1266666666667,21.5,38.56666666666669,20.1,45.06,14.0666666666667,14.03,20.856666666666698,32.06,24.29,38.6566666666667,20.39,37.7,11.166666666666698,753.283333333333,61.1666666666667,4.0,40.0,3.9333333333333296,60
24.1,47.7,22.1633333333333,49.9666666666667,25.39,42.59,23.356666666666698,45.4,22.89,50.5,13.49,53.3666666666667,23.39,40.9,24.463333333333296,46.8633333333333,23.1666666666667,47.9333333333333,12.4,755.15,85.3333333333333,2.0,43.5,10.0333333333333,50
